Classifier,Dataset,Accuracy,Fit,Predict,Features,Cross-Val
WEASEL,DiatomSizeReduction,0.899,0.81,3.38,6502,-0.17029433879437528
WEASEL,Adiac,0.808,38.3,2.23,34833,-0.04800752490599763
WEASEL 2.0,Coffee,1.0,28.54,6.57,21448,-0.11444452589075102
WEASEL 2.0,Chinatown,0.977,28.78,7.05,21448,-0.1563928374256385
WEASEL 2.0,BeetleFly,0.95,28.94,6.57,21448,-0.29453465996369954
WEASEL 2.0,BirdChicken,0.9,29.18,6.31,21448,-0.27162546035218094
WEASEL 2.0,Car,0.917,37.32,1.99,21448,-0.19155386247946418
WEASEL,DistalPhalanxOutlineAgeGroup,0.777,5.18,0.4,30540,-0.3079742492281764
WEASEL 2.0,DistalPhalanxOutlineAgeGroup,0.77,8.4,1.06,45200,-0.2945218204551255
WEASEL 2.0,DiatomSizeReduction,0.967,0.98,9.42,21448,-0.1938307376211232
WEASEL 2.0,BME,0.98,40.02,8.04,21448,-0.15673907928407949
WEASEL 2.0,Beef,0.833,32.37,7.49,21448,-0.40553023410236555
WEASEL 2.0,ECG200,0.89,1.8,0.47,21448,-0.3409392726673157
WEASEL,ECG200,0.85,2.18,0.32,7324,-0.258176645131315
WEASEL 2.0,ArrowHead,0.857,33.55,10.07,21448,-0.31579270881423027
WEASEL,DistalPhalanxTW,0.669,7.16,0.62,47574,-0.18277229364667028
WEASEL,ACSF1,0.87,46.59,7.4,165267,-0.25193181523467856
WEASEL,ECGFiveDays,0.997,1.02,2.67,1625,-0.06966442094175768
WEASEL 2.0,DistalPhalanxTW,0.691,8.81,1.17,45200,-0.18300605669210473
WEASEL,DistalPhalanxOutlineCorrect,0.761,9.48,0.94,10571,-0.4190791535270957
WEASEL 2.0,CBF,0.982,32.16,14.23,21448,-0.197450935797875
WEASEL 2.0,ECGFiveDays,0.972,0.42,7.62,21448,-0.2792292643232034
WEASEL,CricketY,0.795,19.67,4.08,94904,-0.13152849171592582
WEASEL 2.0,ACSF1,0.96,42.51,8.27,21448,-0.19031927970761234
WEASEL,CricketX,0.764,46.36,4.82,91080,-0.1433642456944428
WEASEL,CricketZ,0.792,19.69,4.35,73819,-0.1455401706227676
WEASEL 2.0,DistalPhalanxOutlineCorrect,0.783,14.26,2.29,45200,-0.40345146483301103
WEASEL,ChlorineConcentration,0.728,29.37,22.7,12084,-0.4571947462606004
WEASEL,FaceFour,0.966,1.33,0.91,9938,-0.13324770540676098
WEASEL 2.0,FaceFour,0.943,0.78,1.62,21448,-0.27311942552546337
WEASEL,Earthquakes,0.741,18.05,2.75,61613,-0.36957676015478574
WEASEL,FacesUCR,0.891,3.54,8.55,19727,-0.09169417231615228
WEASEL 2.0,Fish,0.989,6.14,4.28,21448,-0.09103665434693532
WEASEL 2.0,Adiac,0.841,56.27,12.75,73584,-0.045819238966615786
WEASEL,Fish,0.983,6.85,2.43,49065,-0.0829028650183231
WEASEL,FaceAll,0.788,12.71,7.42,64922,-0.03006018978398479
WEASEL,ECG5000,0.943,10.51,18.57,44407,-0.07364574074017084
WEASEL,Computers,0.716,62.99,8.35,90949,-0.828907928638599
WEASEL 2.0,FacesUCR,0.947,3.13,16.1,21448,-0.07414308903014713
WEASEL 2.0,CricketZ,0.808,30.17,20.1,73584,-0.12978521166166576
WEASEL 2.0,GunPoint,1.0,0.78,1.09,21448,-0.07736770487800304
WEASEL,GunPoint,1.0,1.84,0.6,3748,-0.07980611930668037
WEASEL 2.0,CricketY,0.808,35.23,20.59,73584,-0.12756168892097566
WEASEL 2.0,CricketX,0.815,63.66,22.12,73584,-0.12522536759133493
WEASEL 2.0,GunPointAgeSpan,1.0,1.96,2.42,21448,-0.059500604236457824
WEASEL,GunPointAgeSpan,0.994,3.6,1.05,11093,-0.07428842381855189
WEASEL,FiftyWords,0.771,29.76,4.65,215063,-0.041830936913210555
WEASEL 2.0,GunPointMaleVersusFemale,0.997,2.0,2.63,21448,-0.034127278923800346
WEASEL,GunPointMaleVersusFemale,0.991,3.58,1.21,9623,-0.019965891899957185
WEASEL 2.0,GunPointOldVersusYoung,0.994,1.92,2.42,21448,-0.06066041801348063
WEASEL,GunPointOldVersusYoung,0.987,2.87,1.16,8045,-0.019138887567702982
WEASEL 2.0,Ham,0.752,3.57,2.35,21448,-0.32342877043694757
WEASEL,Ham,0.705,5.95,1.31,7824,-0.30145424853731756
WEASEL 2.0,Earthquakes,0.748,48.43,15.02,73584,-0.5902631689281791
WEASEL 2.0,FiftyWords,0.835,30.14,17.64,73584,-0.036187044481200144
WEASEL 2.0,Herring,0.672,2.56,1.71,21448,-0.9391841148677256
WEASEL,Herring,0.594,3.01,0.96,3025,-0.33281030162199027
WEASEL 2.0,FaceAll,0.785,25.96,39.49,73584,-0.03645754461080229
WEASEL,FreezerSmallTrain,0.97,3.6,38.02,3517,-0.15618071769731778
WEASEL,FreezerRegularTrain,0.984,8.67,37.45,17008,-0.05631849659306241
WEASEL 2.0,Computers,0.692,81.71,40.47,73584,-0.5367665740173645
WEASEL 2.0,HouseTwenty,0.966,6.35,13.84,21448,-0.14767850597414683
WEASEL 2.0,Haptics,0.49,12.06,19.08,21448,-0.5295470593296706
WEASEL,Haptics,0.364,13.68,16.36,30284,-0.8378695657274446
WEASEL 2.0,InsectEPGRegularTrain,1.0,2.89,8.51,21448,-0.01517069715244653
WEASEL,InsectEPGRegularTrain,1.0,4.86,6.54,68354,-0.0063637011445196855
WEASEL 2.0,FreezerSmallTrain,0.974,0.75,59.38,21448,-0.1590440670731315
WEASEL,ItalyPowerDemand,0.945,0.39,0.21,373,-0.17721180831927397
WEASEL 2.0,InsectEPGSmallTrain,0.984,0.98,8.81,21448,-0.07873852566931507
WEASEL 2.0,FreezerRegularTrain,0.993,4.13,59.16,21448,-0.06366818663191018
WEASEL 2.0,ItalyPowerDemand,0.959,0.56,2.25,21448,-0.1885470887454741
WEASEL,HouseTwenty,0.95,19.44,11.2,60303,-0.13758031923034805
WEASEL,InsectEPGSmallTrain,1.0,2.61,6.06,28143,-0.029372616557835872
WEASEL 2.0,Lightning7,0.836,1.8,1.16,21448,-0.2705604933119615
WEASEL 2.0,Lightning2,0.738,3.16,2.12,21448,-0.6958352070591949
WEASEL,Lightning7,0.808,2.73,0.78,36647,-0.2897890909070724
WEASEL,Lightning2,0.721,4.6,1.37,7822,-0.4077037328129856
WEASEL 2.0,Meat,0.917,2.02,1.4,21448,-0.07677457559955378
WEASEL,Meat,0.85,2.11,0.86,11995,-0.05650439774819272
WEASEL,CinCECGTorso,0.991,22.77,120.49,58523,-0.10874558963416651
WEASEL,InsectWingbeatSound,0.637,7.2,17.53,68437,-0.21328952903499918
WEASEL,MedicalImages,0.732,9.08,3.32,67189,-0.1624157893832681
WEASEL,EOGHorizontalSignal,0.511,90.57,24.12,381068,-0.16254904459814626
WEASEL 2.0,MiddlePhalanxOutlineAgeGroup,0.61,9.26,1.33,45200,-0.36399688416549764
WEASEL,EOGVerticalSignal,0.315,93.08,22.0,332294,-0.2031722582972159
WEASEL,MiddlePhalanxOutlineAgeGroup,0.617,5.3,0.47,24449,-0.362639350978947
WEASEL 2.0,MedicalImages,0.78,8.96,8.83,45200,-0.15428770319899107
WEASEL,MiddlePhalanxOutlineCorrect,0.763,6.64,0.66,6241,-0.4140287694988073
WEASEL,MiddlePhalanxTW,0.565,5.96,0.5,23266,-0.30859927687266586
WEASEL 2.0,InsectWingbeatSound,0.636,4.6,32.04,21448,-0.21746151006161832
WEASEL 2.0,MiddlePhalanxTW,0.558,8.55,1.2,45200,-0.3063152178360926
WEASEL 2.0,MiddlePhalanxOutlineCorrect,0.835,13.33,2.36,45200,-0.4343898634252627
WEASEL,LargeKitchenAppliances,0.675,26.55,11.53,80795,-0.5774011776952813
WEASEL,MoteStrain,0.95,1.86,3.58,1250,-0.27695914248839937
WEASEL 2.0,MoteStrain,0.961,0.36,7.21,21448,-0.3190859204800349
WEASEL 2.0,ECG5000,0.948,21.42,116.8,73584,-0.06670764185111384
WEASEL 2.0,OliveOil,0.967,1.21,0.78,21448,-0.2667020021295154
WEASEL,EthanolLevel,0.52,87.47,44.49,43518,-0.48882392966941857
WEASEL,OliveOil,0.9,1.51,0.54,1585,-0.13916059800134814
WEASEL,InlineSkate,0.567,19.68,52.78,74477,-0.31974211941516184
WEASEL 2.0,OSULeaf,0.967,6.72,5.56,21448,-0.10354148838563165
WEASEL 2.0,CinCECGTorso,0.962,27.75,163.03,21448,-0.19903159674428256
WEASEL,OSULeaf,0.975,9.72,4.14,90194,-0.11380607733992666
WEASEL 2.0,InlineSkate,0.444,13.71,68.38,21448,-0.44412128075677304
WEASEL 2.0,PickupGestureWiimoteZ,0.78,1.54,0.99,21448,-0.1975796755319738
WEASEL,PickupGestureWiimoteZ,0.68,3.9,0.97,27664,-0.22543799116255608
WEASEL 2.0,ChlorineConcentration,0.767,52.8,171.6,73584,-0.45140931474429447
WEASEL,PhalangesOutlinesCorrect,0.797,29.22,2.21,10402,-0.46199541632836527
WEASEL 2.0,PigAirwayPressure,0.938,15.24,25.06,21448,-0.06502988192875268
WEASEL 2.0,EOGVerticalSignal,0.472,118.16,89.71,73584,-0.13342227490490072
WEASEL 2.0,PhalangesOutlinesCorrect,0.844,57.22,8.31,45200,-0.4278832357041438
WEASEL 2.0,EOGHorizontalSignal,0.608,123.31,95.46,73584,-0.1109020456309042
WEASEL 2.0,Plane,1.0,1.45,0.73,21448,-0.00883016458733044
WEASEL 2.0,PigArtPressure,0.986,14.96,24.02,21448,-0.03186389463574226
WEASEL 2.0,LargeKitchenAppliances,0.821,72.63,59.88,73584,-0.3103730375718483
WEASEL,Plane,1.0,3.21,0.55,28701,-0.01074314741291819
WEASEL 2.0,PowerCons,0.928,2.6,1.42,21448,-0.28188149005794705
WEASEL,PowerCons,0.956,4.21,0.6,7901,-0.22240427964967072
WEASEL,ProximalPhalanxOutlineAgeGroup,0.839,5.46,0.62,16668,-0.31397013889619474
WEASEL 2.0,ProximalPhalanxOutlineAgeGroup,0.863,9.01,1.75,45200,-0.29867762939227016
WEASEL,Mallat,0.947,5.24,133.26,28379,-0.12016027649356596
WEASEL,ProximalPhalanxOutlineCorrect,0.887,7.8,0.82,9916,-0.3608063570810215
WEASEL 2.0,ProximalPhalanxOutlineCorrect,0.911,13.58,2.41,45200,-0.36815320620813224
WEASEL 2.0,ProximalPhalanxTW,0.81,8.97,1.69,45200,-0.16354523175717375
WEASEL 2.0,PigCVP,0.966,13.91,21.43,21448,-0.04482338772177544
WEASEL,PigAirwayPressure,0.803,44.3,21.65,150498,-0.08528486032089308
WEASEL,ProximalPhalanxTW,0.81,5.66,0.61,23803,-0.17242066320108176
WEASEL,MixedShapesSmallTrain,0.953,9.39,109.45,86003,-0.12207478058408275
WEASEL 2.0,Rock,0.9,3.9,7.53,21448,-0.36326948174880186
WEASEL,Rock,0.9,5.14,6.7,37592,-0.26401676617333353
WEASEL 2.0,Mallat,0.938,3.67,156.99,21448,-0.10111679679070126
WEASEL,PigArtPressure,1.0,40.79,19.56,184036,-0.02330489785089859
WEASEL,RefrigerationDevices,0.544,23.92,12.17,106687,-0.38916579529403933
WEASEL,ScreenType,0.4,26.08,11.86,71910,-0.9788571834940324
WEASEL 2.0,ShakeGestureWiimoteZ,0.88,1.47,0.91,21448,-0.15789581087832255
WEASEL,PigCVP,0.962,46.04,21.97,200725,-0.05331194696054582
WEASEL,ShakeGestureWiimoteZ,0.86,2.78,0.68,33493,-0.17652360901495537
WEASEL 2.0,MixedShapesSmallTrain,0.962,6.78,159.32,21448,-0.1068097676797933
WEASEL 2.0,ShapeletSim,1.0,1.36,5.69,21448,-0.5264694357876847
WEASEL,MixedShapesRegularTrain,0.979,70.99,104.39,327647,-0.08062950985578898
WEASEL,ShapeletSim,1.0,5.27,3.11,2180,-0.08201891253001196
WEASEL,Phoneme,0.313,46.42,111.57,367998,-0.13137100838668936
WEASEL 2.0,Phoneme,0.348,15.84,143.63,21448,-0.09536156619496909
WEASEL 2.0,SmoothSubspace,0.973,1.04,0.23,17056,-0.1466295961834538
WEASEL,SmoothSubspace,0.767,1.52,0.21,203,-0.3356452890551237
WEASEL 2.0,SonyAIBORobotSurface1,0.938,0.33,2.5,21448,-0.30540236744399135
WEASEL,SonyAIBORobotSurface1,0.892,0.87,1.05,911,-0.17066642645664568
WEASEL,SonyAIBORobotSurface2,0.94,1.19,1.42,956,-0.15523978934404425
WEASEL 2.0,SonyAIBORobotSurface2,0.953,0.43,3.9,21448,-0.2767022617941906
WEASEL,SemgHandGenderCh2,0.77,44.59,39.77,41503,-0.6397329371674281
WEASEL,SmallKitchenAppliances,0.752,31.08,12.4,184554,-0.7444118031164556
WEASEL,HandOutlines,0.886,245.9,45.38,140509,-0.36769532537350796
WEASEL,SemgHandMovementCh2,0.313,61.35,29.08,45323,-0.5129160102592519
WEASEL 2.0,RefrigerationDevices,0.565,69.67,53.94,73584,-0.34161309106335114
WEASEL,SwedishLeaf,0.965,9.77,2.1,52665,-0.04250902829071879
WEASEL,Strawberry,0.978,17.78,2.98,32996,-0.09425349967970925
WEASEL 2.0,SyntheticControl,0.997,5.65,2.04,45200,-0.08041255010643189
WEASEL,SyntheticControl,0.993,3.63,0.42,15851,-0.05043005149654679
WEASEL 2.0,SwedishLeaf,0.976,21.85,12.77,73584,-0.04439846024386376
WEASEL,SemgHandSubjectCh2,0.636,69.83,29.38,86989,-0.4542925087251491
WEASEL 2.0,ScreenType,0.477,77.07,58.84,73584,-0.6752312572191356
WEASEL 2.0,ToeSegmentation1,0.969,0.96,3.15,21448,-0.2553895393022475
WEASEL 2.0,ToeSegmentation2,0.938,0.99,2.44,21448,-0.1492876092058499
WEASEL,Symbols,0.976,1.36,17.34,12929,-0.06269439100720547
WEASEL,ToeSegmentation1,0.974,3.44,1.99,5305,-0.2638853745574527
WEASEL 2.0,Trace,1.0,2.18,1.34,21448,-0.027453567279230005
WEASEL,ToeSegmentation2,0.915,4.29,1.46,7334,-0.13365599557714436
WEASEL,Trace,1.0,3.1,0.95,24558,-0.011040196145922849
WEASEL,TwoLeadECG,0.998,1.5,3.09,852,-0.09229665459582886
WEASEL 2.0,UMD,0.986,0.67,1.28,21448,-0.17587935668574703
WEASEL 2.0,TwoLeadECG,0.999,0.38,5.75,21448,-0.2165227209138578
WEASEL,UMD,0.979,0.95,0.48,6017,-0.09828471143626433
WEASEL 2.0,Symbols,0.984,0.95,26.51,21448,-0.07083697263611831
WEASEL 2.0,Strawberry,0.981,41.58,13.91,73584,-0.08041921751431474
WEASEL,ShapesAll,0.935,90.25,15.38,324765,-0.02305115439070161
WEASEL 2.0,ShapesAll,0.935,71.75,51.06,73584,-0.01775530768892128
WEASEL,TwoPatterns,0.989,19.22,13.17,27878,-0.09804267068918478
WEASEL 2.0,EthanolLevel,0.59,248.47,199.28,73584,-0.42984087011572175
WEASEL 2.0,SmallKitchenAppliances,0.789,81.57,67.96,73584,-0.4355554531484765
WEASEL,UWaveGestureLibraryX,0.801,40.19,49.22,99893,-0.19851270515266803
WEASEL 2.0,Wine,0.907,1.25,0.6,21448,-0.13069545275466143
WEASEL,Wine,0.778,1.33,0.36,801,-0.033029121479389134
WEASEL,UWaveGestureLibraryY,0.669,35.53,51.63,43940,-0.3179900332273074
WEASEL,Wafer,1.0,16.36,30.03,26151,-0.007553129215257781
WEASEL,UWaveGestureLibraryZ,0.738,36.54,50.3,63963,-0.2502017147159526
WEASEL,WordSynonyms,0.687,12.12,5.59,149500,-0.09011043518833381
WEASEL 2.0,Worms,0.727,11.86,3.82,21448,-0.3271507997809248
WEASEL,FordA,0.953,470.8,27.89,210862,-0.23848967708795155
WEASEL,Crop,0.738,486.21,60.3,207456,-0.06883545602937625
WEASEL 2.0,WormsTwoClass,0.805,11.21,3.42,21448,-0.5416596017405177
WEASEL 2.0,WordSynonyms,0.735,17.73,27.8,73584,-0.07999268203125942
WEASEL 2.0,TwoPatterns,0.996,50.47,101.32,73584,-0.0717269725909357
WEASEL,Worms,0.805,23.72,2.85,261804,-0.2898657345298608
WEASEL,WormsTwoClass,0.818,37.26,2.46,39471,-0.654334184027359
WEASEL,FordB,0.815,547.24,14.52,259658,-0.23611523072954574
WEASEL,Yoga,0.885,10.91,56.89,11810,-0.40756651733889804
WEASEL 2.0,SemgHandMovementCh2,0.633,197.56,159.14,73584,-0.3702086459590764
WEASEL 2.0,SemgHandGenderCh2,0.94,136.71,249.37,73584,-0.27563930499068656
WEASEL,NonInvasiveFetalECGThorax1,0.9,445.3,69.37,449862,-0.04454745704546161
WEASEL 2.0,SemgHandSubjectCh2,0.893,218.15,178.07,73584,-0.18797244598808283
WEASEL,NonInvasiveFetalECGThorax2,0.923,454.92,75.95,475820,-0.03502313477453203
WEASEL 2.0,UWaveGestureLibraryX,0.846,74.17,215.63,73584,-0.15792151256123194
WEASEL 2.0,UWaveGestureLibraryZ,0.791,73.52,210.86,73584,-0.19180894323168282
WEASEL 2.0,UWaveGestureLibraryY,0.768,79.93,236.08,73584,-0.19992242840939797
WEASEL 2.0,Wafer,1.0,58.26,222.54,73584,-0.006319110220351567
WEASEL 2.0,FordA,0.962,618.54,104.03,73584,-0.21877132231587387
WEASEL 2.0,FordB,0.841,661.21,63.29,73584,-0.19868938950447973
WEASEL 2.0,Crop,0.76,654.94,139.07,45200,-0.06783471958799585
WEASEL,UWaveGestureLibraryAll,0.851,181.99,187.03,256456,-0.1904094616575713
WEASEL 2.0,MixedShapesRegularTrain,0.975,128.36,539.16,73584,-0.06285488501062225
WEASEL 2.0,NonInvasiveFetalECGThorax2,0.955,385.72,295.91,73584,-0.022330358815027467
WEASEL 2.0,Yoga,0.927,30.05,264.46,73584,-0.31464790332427556
WEASEL,StarLightCurves,0.976,96.55,376.4,129585,-0.10006035193395682
WEASEL 2.0,NonInvasiveFetalECGThorax1,0.926,422.67,320.22,73584,-0.029551758425744697
WEASEL 2.0,HandOutlines,0.954,679.93,179.41,73584,-0.23700155435109255
WEASEL 2.0,ElectricDevices,0.773,1143.54,106.57,45200,-0.11232064418679144
WEASEL,ElectricDevices,0.762,1194.71,57.56,406075,-0.1012131855813835
WEASEL 2.0,UWaveGestureLibraryAll,0.958,212.99,644.2,73584,-0.07755789786151257
WEASEL 2.0,StarLightCurves,0.983,281.79,1850.29,73584,-0.06592464637042912
